,zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move,lat,lon,customers_dlt_home,customers_dlt_job,customers_dlt_day,customers_dlt_move,nearest_mfc,logistic,mfc_chance,nearest_mfc_id,nearest_mfc_distance,metaInfo,predicted_customers_cnt_home,predicted_customers_cnt_job,predicted_customers_cnt_day,predicted_customers_cnt_move,mfc_chance_agreg,mfc_chance_balance
90,35369,78,7,33,0,55.171698578715365,37.02529754234239,29,-2,-7,0,40704.620602292656,12,4.0,272644507,40704.620602291936,Насление: 78<br/><b>Прирост:</b> 78<br/><b>Логистика:</b> 12<br/><b>Необходимость постройки учреждения:</b> 4.0,107,5,26,0,10.708649039974919,4.0
91,35370,28,3,20,0,55.17172887530721,37.033145134991024,-4,0,-2,-1,40473.88185416538,3,4.0,272644507,40473.88185416538,Насление: 28<br/><b>Прирост:</b> 28<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,24,3,18,-1,10.632529209046826,4.0
92,35371,57,15,49,0,55.1717586668947,37.04099274230574,13,-2,-3,-1,40248.03352881188,13,4.0,272644507,40248.03352881188,Насление: 57<br/><b>Прирост:</b> 57<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,70,13,46,-1,10.5995253607856,4.0
93,35372,68,3,33,0,55.17178795347578,37.048840364040025,20,-1,-3,-1,40027.15841532458,8,4.0,272644507,40027.15841532492,Насление: 68<br/><b>Прирост:</b> 68<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,88,2,30,-1,10.542745432191964,4.0
94,35373,37,5,24,1,55.171816733951985,37.05668799995959,-4,-1,-5,-1,39811.33940708169,20,4.0,272644507,39811.33940708167,Насление: 38<br/><b>Прирост:</b> 38<br/><b>Логистика:</b> 20<br/><b>Необходимость постройки учреждения:</b> 4.0,33,4,19,0,10.482413382723339,4.0
95,35374,45,1,17,0,55.17184501051432,37.064535649793385,17,-1,-1,0,39600.65895568951,2,4.3,272644507,39600.65895568773,Насление: 45<br/><b>Прирост:</b> 45<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,62,0,16,0,10.430195970196065,4.3
96,35375,24,8,25,0,55.17187278206431,37.07238331330728,-3,-2,-3,0,39395.1996216768,15,4.0,272644507,39395.199621675754,Насление: 24<br/><b>Прирост:</b> 24<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,21,6,22,0,10.380289239357639,4.0
97,35376,4,3,4,0,55.17190004805518,37.08023099121842,0,0,-1,0,39195.0435516784,5,4.0,272644507,39195.0435516784,Насление: 4<br/><b>Прирост:</b> 4<br/><b>Логистика:</b> 5<br/><b>Необходимость постройки учреждения:</b> 4.0,4,3,3,0,10.320233616970581,4.0
98,35377,8,6,14,0,55.17192680957488,37.088078681352975,-5,-1,0,0,39000.27234168119,7,4.0,272644507,39000.27234168189,Насление: 8<br/><b>Прирост:</b> 8<br/><b>Логистика:</b> 7<br/><b>Необходимость постройки учреждения:</b> 4.0,3,5,14,0,10.277859062224506,4.0
99,35378,6,4,5,0,55.17195306607671,37.095926384428175,0,0,-1,0,38810.9671018392,0,5.0,272644507,38810.96710183885,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,6,4,4,0,10.228702050514107,5.0
100,35379,20,5,15,1,55.17197881755885,37.10377410019748,3,0,0,-1,38627.20820291036,0,5.0,272644507,38627.2082029086,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,23,5,15,0,10.191559758905017,5.0
101,35380,17,3,17,0,55.172004064019525,37.11162182841442,0,-1,1,0,38449.075174759535,0,5.0,272644507,38449.075174759884,Насление: 17<br/><b>Прирост:</b> 17<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,17,2,18,0,10.148029563943568,5.0
102,35381,6,1,4,0,55.17202880545707,37.11946956883246,1,-1,-1,0,38276.64657012604,0,5.0,272644507,38276.64657012639,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,7,0,3,0,10.100744805806038,5.0
103,35382,17,2,12,0,55.172053040773285,37.12731732121535,3,-1,-1,0,38109.99994035665,4,4.0,272644507,38109.99994035665,Насление: 17<br/><b>Прирост:</b> 17<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,20,1,11,0,10.06707580861993,4.0
104,35383,8,2,7,0,55.17207677215949,37.13516508529589,0,-1,-1,0,37949.211231993286,3,4.0,272644507,37949.21123199294,Насление: 8<br/><b>Прирост:</b> 8<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,8,1,6,0,10.02493479169116,4.0
105,35384,5,0,7,0,55.17209999851193,37.14301285892231,-4,0,-1,0,37794.35536934765,8,4.0,272644507,37794.35536934942,Насление: 5<br/><b>Прирост:</b> 5<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,1,0,6,0,9.987769452084999,4.0
106,35385,8,2,3,0,55.172122719840424,37.1508606456795,2,0,-1,0,37645.505497802165,0,5.0,272644507,37645.505497801096,Насление: 8<br/><b>Прирост:</b> 8<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,10,2,2,0,9.95143747649659,5.0
107,35386,7,0,6,0,55.17214493613764,37.15870844340522,1,0,0,0,37502.73317691044,0,5.0,272644507,37502.7331769122,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,8,0,6,0,9.9175009057629,5.0
108,35725,7,0,8,0,55.176064051121294,36.99385041421112,-1,0,0,0,41106.422898866535,0,5.0,1033125551,41106.42289886723,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,6,0,8,0,10.774325302523536,5.0
109,35727,5,3,6,0,55.17612818886683,37.00954725762133,1,-1,-2,0,40743.89310866552,0,5.0,272644507,40743.893108665514,Насление: 5<br/><b>Прирост:</b> 5<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,6,2,4,0,10.687796466631768,5.0
110,35728,31,6,14,0,55.176159500665904,37.01739570255982,12,-1,-1,0,40501.03156306401,4,4.0,272644507,40501.03156306401,Насление: 31<br/><b>Прирост:</b> 31<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,43,5,13,0,10.641240739619695,4.0
111,35729,53,7,28,0,55.17619030683259,37.025244162669615,19,0,0,0,40262.91605748843,6,4.0,272644507,40262.9160574888,Насление: 53<br/><b>Прирост:</b> 53<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,72,7,28,0,10.594981192744026,4.0
112,35730,50,3,31,2,55.17622060846126,37.03309263769104,-14,-1,-8,-1,40029.631187413215,9,4.0,272644507,40029.63118741568,Насление: 52<br/><b>Прирост:</b> 52<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,36,2,23,1,10.534657257819838,4.0
113,35731,64,6,34,0,55.176250405001625,37.040941127384116,16,-1,0,0,39801.26195634594,10,4.0,272644507,39801.26195634595,Насление: 64<br/><b>Прирост:</b> 64<br/><b>Логистика:</b> 10<br/><b>Необходимость постройки учреждения:</b> 4.0,80,5,34,0,10.489525886766812,4.0
114,35732,44,7,27,0,55.176279696451644,37.048789631502274,6,0,-1,0,39577.893464143766,9,4.0,272644507,39577.893464141634,Насление: 44<br/><b>Прирост:</b> 44<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,50,7,26,0,10.428825529410101,4.0
115,35733,25,6,34,0,55.176308482809276,37.056638149798935,-15,-1,1,0,39359.61085765995,14,4.0,272644507,39359.610857662425,Насление: 25<br/><b>Прирост:</b> 25<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,10,5,35,0,10.372661832287324,4.0
116,35734,34,1,18,0,55.17633676297614,37.06448668203947,6,-1,0,0,39146.49933313873,2,4.3,272644507,39146.49933313837,Насление: 34<br/><b>Прирост:</b> 34<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,40,0,18,0,10.318678075014123,4.3
117,35735,13,2,10,1,55.17636453914322,37.07233522795315,-10,0,-1,0,38938.64358008845,2,4.3,272644507,38938.64358008845,Насление: 14<br/><b>Прирост:</b> 14<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,3,2,9,1,10.260951959825979,4.3
118,35736,7,1,8,0,55.17639181021546,37.08018378826353,-8,-1,0,0,38736.12830039927,8,4.0,272644507,38736.12830039785,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,-1,0,8,0,10.21210156794004,4.0
119,35737,14,2,6,1,55.17641857618432,37.088032360808135,5,-1,-1,0,38539.03774117578,3,4.0,272644507,38539.03774117543,Насление: 15<br/><b>Прирост:</b> 15<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,19,1,5,1,10.167155284948482,4.0
120,35738,9,2,5,0,55.17644483705133,37.09588094629829,2,-1,-1,0,38347.45552732753,5,4.0,272644507,38347.45552732753,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 5<br/><b>Необходимость постройки учреждения:</b> 4.0,11,1,4,0,10.120071711470365,4.0
121,35739,12,0,9,0,55.176470592814724,37.103729544487415,-4,0,0,0,38161.46462712391,3,4.0,272644507,38161.46462712391,Насление: 12<br/><b>Прирост:</b> 12<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,8,0,9,0,10.076099905656474,4.0
122,35740,6,2,10,0,55.17649584346662,37.11157815321299,-4,-1,-1,0,37981.14723205834,1,4.5,272644507,37981.14723205834,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 1<br/><b>Необходимость постройки учреждения:</b> 4.5,2,1,9,0,10.031812795822665,4.5
123,35741,4,0,9,0,55.17652058792114,37.11942677607068,-5,0,0,0,37806.58455426461,0,5.0,272644507,37806.58455426637,Насление: 4<br/><b>Прирост:</b> 4<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,-1,0,9,0,9.989012414325199,5.0
124,35742,7,2,10,0,55.17654482836336,37.12727541087689,-4,0,0,0,37637.85648625407,0,5.0,272644507,37637.85648625228,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,3,2,10,0,9.950451268364668,5.0
125,35743,9,0,4,0,55.17656856369508,37.135124057395636,0,0,0,-1,37475.041960154216,0,5.0,272644507,37475.041960154216,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,9,0,4,-1,9.910681085921059,5.0
126,35744,9,0,6,0,55.17659179391473,37.142972715380346,3,0,0,0,37318.218382882245,0,5.0,272644507,37318.218382882245,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,12,0,6,0,9.874355360405964,5.0
127,35745,10,0,6,0,55.17661451847248,37.150821384589186,2,0,-1,0,37167.461653722086,0,5.0,272644507,37167.46165372103,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,12,0,5,0,9.838520918752504,5.0
128,35746,18,0,5,0,55.17663673846325,37.15867006476584,6,0,0,0,37022.84577466132,0,5.0,272644507,37022.84577466167,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,24,0,5,0,9.806404262258086,5.0
129,36090,7,0,4,0,55.18048958527866,36.978094944240986,0,0,0,0,41009.75251547253,0,5.0,1033125551,41009.75251547253,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,7,0,4,0,10.75051509001008,5.0
130,36091,26,1,10,0,55.180522922934344,36.98594420863874,-2,-1,-2,0,40821.94895247086,0,5.0,1033125551,40821.948952468745,Насление: 26<br/><b>Прирост:</b> 26<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,24,0,8,0,10.711460604849528,5.0
131,36092,26,2,10,1,55.1805557543342,36.99379348920763,-2,-1,-3,0,40639.43103502023,3,4.0,1033125551,40639.43103502023,Насление: 27<br/><b>Прирост:</b> 27<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,24,1,7,1,10.669146257014493,4.0
132,36093,56,3,30,0,55.18058808166894,37.00164278567297,-1,-1,-4,0,40462.270070650564,3,4.0,1033125551,40462.27007065091,Насление: 56<br/><b>Прирост:</b> 56<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,55,2,26,0,10.638920460901197,4.0
133,36094,21,3,13,0,55.180619903839855,37.00949209780221,-7,-1,-2,0,40290.536847667034,0,5.0,1033125551,40290.536847667034,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,14,2,11,0,10.584551230559889,5.0
134,36095,18,8,16,0,55.1806512202966,37.01734142535531,2,0,0,0,40063.32445944754,8,4.0,272644507,40063.32445944754,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,20,8,16,0,10.535059743720502,4.0
135,36096,23,5,14,0,55.18068203213347,37.02519076807228,5,-1,1,0,39822.5916254782,0,5.0,272644507,39822.59162547608,Насление: 23<br/><b>Прирост:</b> 23<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,28,4,15,0,10.476293208965814,5.0
136,36097,53,4,31,0,55.18071233880008,37.03304012571315,7,0,-7,0,39586.71187460452,3,4.0,272644507,39586.71187460452,Насление: 53<br/><b>Прирост:</b> 53<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,60,4,24,0,10.431278185949363,4.0
137,36098,38,5,20,0,55.18074214029442,37.040889498031284,4,-1,0,0,39355.77247660033,14,4.0,272644507,39355.77247659998,Насление: 38<br/><b>Прирост:</b> 38<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,42,4,20,0,10.373413340031494,4.0
138,36099,23,12,40,0,55.180771436614435,37.048738884779965,-13,-2,-3,0,39129.86091190541,15,4.0,272644507,39129.860911905766,Насление: 23<br/><b>Прирост:</b> 23<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,10,10,37,0,10.320309052585307,4.0
139,36100,62,1,31,0,55.18080022666168,37.05658828572476,15,-1,-6,0,38909.06487565016,14,4.0,272644507,38909.06487565016,Насление: 62<br/><b>Прирост:</b> 62<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,77,0,25,0,10.275195079728936,4.0
140,36101,72,8,41,3,55.18082851262706,37.06443770059439,16,-2,-3,-1,38693.471727200085,12,4.0,272644507,38693.4717272008,Насление: 75<br/><b>Прирост:</b> 75<br/><b>Логистика:</b> 12<br/><b>Необходимость постройки учреждения:</b> 4.0,88,6,38,2,10.230842424107403,4.0
