zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move
49025,87,34,74,2
49026,86,21,61,8
49027,63,38,66,2
49028,52,13,39,5
49029,26,5,18,1
49030,13,6,10,1
49031,22,3,13,1
49032,16,2,17,0
49033,12,0,8,0
49034,11,2,4,2
49035,9,2,9,0
49036,4,2,4,0
49037,10,2,8,0
49038,19,10,26,0
49039,25,2,12,0
49040,17,3,9,0
49041,22,2,11,2
49042,27,2,22,1
49043,33,6,28,0
49044,46,6,28,1
49045,44,11,33,1
49046,27,8,21,2
49047,56,16,54,2
49048,25,6,21,0
49049,37,5,23,1
49050,30,4,26,2
49607,17,6,18,0
49608,13,4,14,0
49609,14,4,14,0
49610,11,4,8,1
49611,15,10,20,0
49612,10,6,15,0
49613,8,3,6,1
49614,14,8,20,0
49615,29,6,27,0
49616,18,15,26,0
49617,15,4,12,0
49618,5,3,8,0
49619,3,3,5,0
49620,1,2,3,0
49621,7,4,4,0
49622,6,3,6,0
49623,20,9,22,0
49624,19,9,23,0
49625,42,7,33,2
49626,42,15,43,0
49627,51,9,39,0
49628,82,10,51,3
49629,128,27,105,1
49630,152,59,144,0
49631,165,61,145,3
49632,185,65,162,3
49633,177,50,140,7
49634,89,24,82,0
49635,74,16,52,3
49636,32,12,28,2
49637,37,13,26,2
49638,33,10,25,2
49639,24,7,17,0
49640,49,4,37,3
49641,12,0,8,1
49642,23,0,14,3
49643,6,3,5,0
49644,11,2,9,0
49645,19,0,14,0
49646,7,3,9,0
49647,17,4,11,2
49648,14,3,11,1
49649,31,2,17,5
49650,28,23,45,0
49651,28,3,21,1
49652,58,14,46,1
49653,43,10,33,1
49654,49,9,41,0
49655,35,9,34,0
49656,29,7,18,0
49657,25,8,24,1
49658,55,17,52,1
50217,26,14,31,0
50218,6,5,8,0
50219,11,8,15,0
50220,4,2,5,0
50221,8,3,9,0
50222,12,3,12,0
50223,11,5,13,0
50224,10,7,13,0
50225,22,4,17,1
50226,40,8,22,0
50227,14,4,14,0
50228,7,0,2,0
50229,10,0,4,0
50230,14,0,12,0
50231,14,0,12,0
50232,11,3,9,0
50233,21,13,26,0
50234,34,15,36,2
50235,35,14,26,2
50236,74,18,68,1
50237,53,7,29,0
50238,58,10,48,1
50239,121,33,100,4
50240,221,49,162,8
50241,205,52,156,7
50242,216,40,142,8
50243,181,40,149,6
50244,98,29,72,3
50245,60,18,53,2
50246,50,16,42,4
50247,48,6,42,0
50248,28,6,21,0
50249,11,2,7,0
50250,17,5,17,0
50251,7,1,4,0
50252,10,0,7,0
50253,11,0,7,0
50254,12,5,11,0
50255,8,4,8,0
50256,13,4,8,2
50257,9,5,7,0
50258,20,3,9,1
50259,21,7,23,0
50260,38,10,24,0
50261,63,9,49,1
50262,83,11,57,0
50263,79,16,61,1
50264,64,16,61,1
50265,63,19,50,1
50266,39,8,29,1
50267,32,5,27,1
50270,41,7,29,0
50271,53,6,26,3
50272,47,17,49,2
50827,23,0,11,0
50828,12,4,11,0
50829,8,4,8,0
50830,16,5,16,0
50831,9,2,7,0
50832,9,2,7,0
50833,12,4,13,1
50834,9,3,9,0
50835,21,8,15,0
50836,27,4,22,0
50837,9,6,13,0
50838,16,3,17,0
50839,21,3,18,0
50840,4,2,4,0
50841,2,3,4,0
50842,7,4,8,3
50843,9,3,7,0
50844,30,15,37,2
50845,36,12,33,2
50846,49,24,46,1
50847,97,19,73,2
50848,116,24,92,3
50849,124,27,73,4
50850,131,48,108,7
50851,187,56,150,9
50852,101,40,101,1
50853,98,20,81,0
50854,87,40,89,0
50855,88,18,73,4
50856,57,16,55,1
50857,30,8,20,4
50858,29,8,16,1
50859,12,6,14,0
50860,16,2,12,1
50861,13,0,4,3
50862,4,4,7,0
50863,16,0,14,0
50864,6,8,11,0
50865,10,2,6,0
50866,11,2,7,0
50867,8,2,4,0
50868,19,9,21,0
50869,34,3,23,4
50870,45,14,37,3
50871,74,6,53,1
50872,102,16,73,5
50873,60,12,40,2
50874,39,11,36,1
50875,45,18,44,1
50876,38,8,32,0
50877,32,7,23,2
50878,37,6,31,1
50879,32,4,23,2
50880,36,12,29,0
50881,40,9,21,0
50882,56,11,36,0
51435,7,3,5,0
51436,14,15,26,0
51437,7,0,6,0
51438,6,2,3,0
51439,19,4,12,0
51440,18,19,26,3
51441,12,3,10,2
51442,26,4,14,3
51443,17,6,18,0
51444,17,11,21,0
51445,28,15,34,0
51446,25,4,15,0
51447,11,3,11,0
51448,16,6,21,0
51449,20,7,19,1
51450,18,0,11,0
51451,3,0,2,0
51452,3,3,5,0
51453,8,2,6,0
51454,15,3,11,0
51455,45,7,32,1
51456,59,12,44,0
51457,105,36,98,1
51458,136,38,112,6
51459,136,36,93,1
51460,168,50,137,2
51461,184,35,130,12
51462,105,17,90,3
51463,74,38,87,4
51464,75,17,55,2
51465,75,10,51,5
51466,57,13,47,0
51467,27,10,25,0
51468,26,10,27,0
51469,31,7,28,0
51470,12,3,13,0
51471,22,0,12,2
51472,12,3,11,1
51473,21,2,16,0
51474,18,0,7,1
51475,11,2,7,0
51476,19,5,14,0
51477,19,5,18,0
51478,53,14,49,0
51479,25,6,21,0
51480,37,9,31,2
51481,49,19,38,3
51482,88,13,53,4
51483,124,22,78,8
51484,103,22,71,3
51485,67,20,63,0
51486,27,6,23,1
51487,25,7,20,1
51488,21,9,20,0
51489,54,5,38,0
51490,19,5,17,0
51491,28,13,29,1
51492,24,8,21,0
52046,15,6,18,0
52047,28,4,26,0
52048,11,0,6,1
52049,7,2,6,0
52050,3,4,5,0
52051,22,8,20,2
52052,6,4,8,0
52053,3,3,6,0
52054,28,0,12,0
52055,9,6,10,0
52056,18,8,23,0
52057,5,2,4,0
52058,28,5,22,1
52059,14,9,17,0
52060,13,6,14,0
52061,27,4,17,0
52062,20,7,17,0
52063,31,6,21,0
52064,11,4,10,0
52065,18,15,23,0
52066,4,3,6,0
52067,28,4,19,3
52068,36,10,29,0
52069,83,21,72,3
52070,93,17,65,1
52071,121,27,97,1
52072,125,39,114,2
52073,121,20,95,1
52074,123,24,105,2
52075,89,22,81,1
52076,57,26,56,0
52077,64,13,48,2
52078,55,16,44,2
52079,43,18,43,1
52080,49,16,36,2
52081,50,9,37,1
52082,33,12,34,0
52083,11,3,6,0
52084,21,2,13,1
52085,27,3,20,0
52086,26,3,17,0
52087,17,3,9,3
52088,16,3,5,2
52089,10,4,8,0
52090,14,5,13,1
52091,38,0,20,0
52092,35,11,35,0
52093,73,8,34,4
52094,143,22,105,0
52095,129,16,70,8
52096,226,51,156,11
52097,108,27,93,1
52098,69,16,63,0
52099,39,17,34,3
52100,21,10,18,2
52101,70,17,64,2
52102,56,12,47,1
52103,37,14,32,0
52104,24,7,21,0
52662,9,4,11,0
52663,10,2,9,0
52664,5,6,8,0
52665,8,5,10,0
52666,2,2,2,0
52667,12,4,12,0
52668,30,7,25,6
52669,7,5,11,0
52670,11,3,12,0
52671,7,4,8,1
52672,20,11,27,0
52673,20,10,28,0
52674,14,0,8,1
52675,11,2,5,1
52676,31,10,26,3
52677,18,4,13,0
52678,56,8,38,2
52679,24,4,23,0
52680,15,3,15,0
52681,42,21,54,0
52682,23,11,24,1
52683,15,6,15,1
52684,21,8,19,0
52685,25,8,23,2
52686,47,23,48,4
52687,56,18,49,3
52688,87,14,56,2
52689,58,15,50,1
52690,79,32,89,0
52691,75,37,63,5
52692,70,16,58,0
52693,50,25,55,0
52694,47,10,41,1
52695,28,10,23,2
52696,48,12,39,1
52697,54,15,47,1
52698,41,15,36,3
52699,38,6,16,3
52700,34,6,14,3
52701,8,4,4,0
52702,39,11,30,2
52703,19,3,11,1
52704,19,7,14,0
52705,19,0,11,1
52706,14,10,17,0
52707,13,4,9,0
52708,23,5,18,4
52709,20,3,15,0
52710,50,22,46,1
52711,79,10,59,0
52712,158,20,109,5
52713,162,36,112,5
52714,108,38,99,2
52715,83,21,69,3
52716,40,14,37,1
52717,35,4,21,3
52718,62,15,50,4
52719,41,13,33,3
52720,31,5,19,2
53280,11,5,11,0
53281,11,0,8,0
53282,21,8,26,0
53283,21,4,12,0
53284,10,3,8,0
53285,3,2,3,0
53286,3,0,3,0
53287,12,3,11,0
53288,9,2,8,0
53289,6,0,4,0
53290,7,3,5,0
53291,26,4,22,0
53292,23,2,18,0
53293,15,4,11,0
53294,19,4,12,0
53295,32,10,27,2
53296,37,3,28,0
53297,20,3,17,0
53298,17,8,17,1
53299,22,3,18,0
53300,32,3,21,0
53301,18,6,14,2
53302,46,12,35,2
53303,13,3,9,0
53304,21,11,27,0
53305,29,4,19,0
53306,45,21,50,2
53307,83,24,77,2
53308,71,11,57,3
53309,185,34,153,6
53310,89,33,94,0
53311,24,12,27,1
53312,24,11,24,0
53313,27,17,29,0
53314,29,7,19,1
53315,45,17,46,2
53316,41,6,29,1
53317,56,16,42,1
53318,54,0,27,1
53319,29,5,22,0
53320,8,3,7,1
53321,16,4,13,0
53322,25,3,18,2
53323,22,2,14,1
53324,11,4,9,0
53325,27,9,23,0
53326,15,0,11,0
53327,20,0,14,1
53328,17,6,13,1
53329,80,26,74,0
53330,105,25,74,5
53331,114,21,84,3
53332,77,23,75,1
53333,99,18,78,4
53334,68,23,66,2
53335,35,8,24,0
53336,22,13,22,3
53337,31,6,22,1
53338,39,16,39,3
53339,58,12,47,0
53905,7,0,6,0
53906,8,4,9,0
53907,11,2,8,0
53908,3,3,4,0
53909,16,0,11,1
53910,12,3,8,0
53911,46,15,48,0
53912,15,6,20,0
53913,8,4,11,0
53914,6,2,4,0
53915,5,2,5,0
53916,13,7,16,1
53917,23,12,30,1
53918,18,3,19,0
53919,25,4,20,0
53920,34,13,31,0
53921,15,4,15,1
53922,16,5,15,1
53923,18,3,13,0
53924,24,8,28,0
53925,14,6,13,0
53926,24,13,30,0
53927,34,14,34,0
53928,23,5,17,0
53929,25,10,25,0
53930,12,3,15,0
53931,14,2,8,0
53932,40,13,42,0
53933,60,14,55,0
53934,52,9,45,1
53935,85,19,64,2
53936,32,12,31,2
53937,16,8,19,0
53938,26,2,24,0
53939,30,3,21,0
53940,31,7,27,0
53941,44,23,53,2
53942,64,12,47,4
53943,61,12,46,4
53944,33,8,25,3
53945,19,7,16,1
53946,14,4,15,0
53947,44,3,18,0
53948,18,5,16,0
53949,21,3,15,0
53950,16,5,14,0
53951,22,7,17,0
53952,21,5,15,1
53953,25,5,17,4
53954,111,41,111,0
53955,78,30,72,7
53956,78,10,56,0
53957,96,26,77,4
53958,74,14,60,2
53959,68,3,48,2
53960,46,6,36,0
53961,32,6,16,1
53962,43,16,45,2
53963,38,25,45,1
53964,13,5,11,2
53965,31,8,25,0
54530,25,4,19,3
54531,32,4,15,3
54532,7,3,7,0
54533,17,3,15,1
54534,17,2,11,0
54535,6,7,11,0
54536,16,2,14,0
54537,6,2,6,0
54538,5,5,10,0
54539,18,0,10,3
54540,18,0,15,0
54541,1,1,1,0
54542,8,2,7,0
54543,21,5,17,2
54544,11,0,10,0
54545,5,2,5,0
54546,23,7,24,0
54547,13,4,16,0
54548,10,8,12,1
54549,30,4,25,0
54550,28,6,22,0
54551,22,8,26,1
54552,13,9,17,0
54553,17,5,13,0
54554,24,6,16,0
54555,26,10,24,0
54556,33,10,30,0
54557,20,7,20,0
54558,15,8,12,1
54559,32,7,25,2
54560,53,9,42,1
54561,64,12,50,1
54562,40,3,31,3
54563,34,9,30,1
54564,14,8,17,0
54565,22,7,18,0
54566,48,4,29,1
54567,58,9,46,1
54568,36,8,25,2
54569,39,6,31,3
54570,71,18,58,2
54571,33,5,25,0
54572,46,6,34,3
54573,29,9,30,0
54574,14,5,11,1
54575,16,2,12,1
54576,33,10,32,0
54577,15,5,14,2
54578,15,3,10,1
54579,29,5,24,1
54580,115,12,81,0
54581,77,15,50,2
54582,60,15,46,0
54583,51,8,31,1
54584,36,5,28,1
54585,43,9,36,3
54586,38,13,33,4
54587,45,14,37,0
54588,47,11,39,3
54589,37,14,35,0
54590,16,6,9,1
54591,21,9,23,0
54592,48,13,43,0
55157,13,5,13,0
55158,13,3,9,0
55159,18,3,15,1
55160,9,3,9,0
55161,17,7,22,0
55162,17,6,16,1
55163,15,3,9,0
55164,14,2,8,0
55165,12,2,7,0
55166,6,2,3,0
55167,6,2,6,0
55168,6,2,5,0
55169,7,3,7,0
55170,12,2,9,0
55171,13,3,10,0
55172,28,5,27,0
55173,15,2,12,0
55174,13,8,18,0
55175,17,5,13,0
55176,15,4,12,0
55177,9,2,6,0
55178,25,9,23,0
55179,10,2,8,0
55180,26,0,16,0
55181,15,3,14,0
55182,19,4,14,1
55183,10,0,7,0
55184,15,6,13,0
55185,11,10,14,0
55186,16,3,11,1
55187,31,8,29,3
55188,47,8,32,3
55189,63,14,57,5
55190,77,19,57,1
55191,37,8,26,1
55192,31,14,28,4
55193,30,9,25,4
55194,37,5,29,0
55195,44,8,36,1
55196,52,9,41,0
55197,26,5,23,0
55198,56,19,51,1
55199,26,2,20,1
55200,47,10,53,0
55201,21,3,22,0
55202,25,0,19,0
55203,31,8,32,0
55204,5,2,4,0
55205,32,6,27,2
55206,14,5,14,0
55207,14,6,16,0
55208,66,18,63,0
55209,77,15,37,0
55210,76,14,61,4
55211,78,16,58,8
55212,46,11,40,3
55213,70,9,48,1
55214,52,16,44,0
55215,31,12,35,0
55216,50,23,40,1
55217,14,8,16,1
55218,34,9,24,1
55219,14,6,14,2
55220,53,13,41,2
55781,38,3,38,2
55782,22,6,19,0
55783,23,6,17,2
55784,13,0,9,0
55785,11,7,16,2
55786,17,4,14,1
55787,15,4,12,0
55788,25,2,16,0
55789,20,10,29,0
55790,9,0,9,0
55791,12,4,13,1
55792,10,3,9,0
55793,7,3,6,1
55794,7,2,6,0
55795,5,3,6,0
55796,8,3,9,0
55797,10,4,13,0
55798,5,4,9,0
55799,4,4,8,0
55800,22,7,26,2
55801,14,4,12,0
55802,13,0,10,0
55803,15,2,12,1
55804,17,3,14,2
55805,12,4,12,0
55806,7,6,10,1
55807,10,0,8,1
55808,5,2,5,0
55809,10,2,7,0
55810,5,3,4,0
55811,17,4,11,0
55812,69,4,47,1
55813,29,6,22,1
55814,72,9,57,4
55815,61,7,37,4
55816,51,10,35,2
55817,36,6,24,2
55818,43,13,37,0
55819,22,4,12,2
55820,25,6,17,2
55821,28,6,23,0
55822,45,9,31,2
55823,24,4,19,1
55824,8,5,10,0
55825,14,2,11,2
55826,14,7,19,0
55827,12,0,8,0
55828,20,3,13,0
55829,22,6,20,2
55830,25,10,26,0
55831,28,4,21,3
55832,21,5,20,0
55833,29,4,19,3
55834,67,6,49,2
55835,75,17,57,2
55836,87,29,74,6
55837,57,7,44,3
55838,46,11,34,1
55839,77,31,75,2
55840,54,15,40,4
55841,48,18,43,0
55842,54,28,60,1
55843,25,18,29,2
55844,23,8,25,0
55845,30,5,22,2
55846,25,5,20,2
55847,64,14,39,1
56405,15,5,15,0
56406,20,10,21,3
56407,39,23,52,0
56408,35,12,34,0
56409,19,3,9,0
56410,16,4,15,0
56411,19,5,20,0
56412,36,4,29,0
56413,18,3,12,1
56414,19,4,14,0
56415,7,2,9,0
56416,9,0,7,0
56417,6,0,5,0
56418,6,0,2,1
56419,18,3,15,0
56420,4,2,4,0
56421,18,7,25,0
56422,39,4,26,0
56423,10,4,13,0
56424,9,0,7,0
56425,16,4,15,0
56426,18,10,21,0
56427,8,4,9,0
56428,18,2,17,0
56429,16,5,17,1
56430,14,0,9,0
56431,16,2,17,0
56432,23,3,19,0
56433,25,4,23,3
56434,7,6,11,0
56435,9,5,9,0
56436,29,4,22,2
56437,30,7,30,0
56438,21,3,16,1
56439,20,8,19,0
56440,50,9,38,0
56441,30,10,31,0
56442,29,7,21,0
56443,31,7,25,2
56444,18,4,15,0
56445,33,10,31,3
56446,27,5,20,0
56447,37,12,29,2
56448,44,0,26,2
56449,21,4,23,0
56450,14,19,23,0
56451,12,3,10,0
56452,6,2,5,0
56453,18,15,23,0
56454,14,8,15,0
56455,28,3,19,0
56456,36,8,29,0
56457,35,16,39,4
56458,27,9,29,0
56459,40,16,34,0
56460,60,21,66,2
56461,98,28,87,5
56462,44,27,50,1
56463,51,11,39,2
56464,38,14,33,1
56465,49,19,46,1
56466,47,12,44,1
56467,36,10,25,1
56468,41,10,27,1
56469,29,23,40,0
56470,28,7,25,1
56471,30,8,26,1
57028,21,15,27,1
57029,20,8,23,0
57030,20,12,22,0
57031,31,9,30,0
57032,11,5,12,0
57033,19,3,16,0
57034,19,4,14,1
57035,17,3,14,1
57036,20,2,14,0
57037,23,11,17,1
57038,24,9,22,0
57039,11,0,5,0
57040,7,5,9,0
57041,6,3,9,0
57042,6,2,2,0
57043,7,3,7,1
57044,5,3,6,1
57045,9,2,7,0
57046,34,3,22,0
57047,16,3,7,1
57048,8,2,7,0
57049,16,3,12,0
57050,10,3,10,0
57051,16,9,21,2
57052,5,2,6,0
57053,17,2,13,0
57054,24,6,17,2
57055,5,0,3,0
57056,8,4,9,0
57057,17,18,26,0
57058,10,3,9,0
57059,15,10,16,0
57060,33,8,22,1
57061,30,12,33,0
57062,15,2,10,1
57063,10,3,8,0
57064,23,7,14,0
57065,37,5,26,0
57066,12,2,6,0
57067,36,5,20,2
57068,14,5,12,0
57069,92,22,56,11
57070,39,14,44,0
57071,59,15,45,7
57072,11,0,6,1
57073,10,2,5,2
57074,23,3,19,0
57075,11,4,15,0
57076,5,4,8,0
57077,7,0,5,0
57078,10,0,5,0
57079,6,2,7,0
57080,10,6,12,0
57081,32,5,29,0
57082,30,17,37,0
57083,33,17,34,0
57084,24,17,30,1
57085,53,10,40,3
57086,48,11,45,3
57087,93,26,73,1
57088,70,17,54,1
57089,112,40,105,4
57090,38,17,33,3
57091,43,25,48,2
57092,37,14,34,0
57093,45,19,45,1
57094,18,4,17,0
57095,49,3,44,2
57649,35,11,31,0
57650,37,9,31,0
57651,20,9,19,0
57652,17,5,10,2
57653,20,8,16,0
57654,17,5,12,0
57655,38,7,30,0
57656,21,2,11,1
57657,15,6,12,0
57658,46,13,36,0
57659,18,0,12,1
57660,13,4,9,0
57661,9,3,7,1
57662,10,4,11,0
57663,10,2,7,0
57664,19,5,18,0
57665,18,4,12,3
57666,6,2,7,0
57667,6,0,0,0
57668,10,4,10,1
57669,13,3,11,0
57670,11,9,17,0
57671,14,0,10,0
57672,15,2,11,0
57673,7,3,7,1
57674,25,0,22,0
57675,14,0,12,0
57676,28,4,19,3
57677,25,6,17,1
57678,13,6,16,0
57679,17,7,19,0
57680,13,12,20,0
57681,20,5,14,2
57682,26,4,20,1
57683,26,3,24,0
57684,17,5,13,0
57685,27,6,14,3
57686,18,3,19,0
57687,27,7,21,0
57688,15,5,14,0
57689,23,4,16,0
57690,36,5,20,3
57691,26,8,23,2
57692,71,19,55,3
57693,77,19,52,10
57694,17,4,12,0
57695,13,4,11,0
57696,9,2,6,0
57697,27,4,20,1
57698,38,4,33,0
57699,16,2,11,0
57700,18,3,19,0
57701,12,0,9,0
57702,10,0,6,0
57703,16,6,13,0
57704,50,15,47,1
57705,45,21,49,2
57706,70,18,55,5
57707,55,13,49,1
57708,39,21,50,1
57709,40,19,39,3
57710,43,12,32,2
57711,136,24,88,4
57712,115,29,101,3
57713,157,53,131,0
57714,58,20,52,5
57715,43,19,44,1
57716,39,15,32,1
57717,29,11,22,1
57718,47,10,41,0
58271,40,18,39,0
58272,16,7,19,0
58273,16,7,17,0
58274,21,3,14,1
58275,29,8,26,0
58276,14,9,19,0
58277,20,12,25,0
58278,53,11,48,2
58279,77,19,74,0
58280,34,4,24,0
58281,77,15,67,3
58282,33,10,38,0
58283,18,6,16,0
58284,6,0,2,0
58285,6,3,7,0
58286,9,2,7,0
58287,6,2,7,0
58288,13,4,11,3
58289,3,0,3,0
58290,16,7,10,3
58291,9,2,8,0
58292,8,0,7,0
58293,6,0,0,0
58294,11,4,8,0
58295,19,5,22,0
58296,18,3,17,0
58297,27,0,12,0
58298,15,5,17,0
58299,28,12,34,0
58300,9,3,9,0
58301,18,4,12,3
58302,33,14,39,0
58303,11,2,11,0
58304,13,5,16,0
58305,11,3,12,0
58306,9,4,11,1
58307,7,0,6,0
58308,24,12,19,0
58309,34,5,27,3
58310,14,5,17,1
58311,24,7,20,0
58312,26,7,21,3
58313,23,6,16,1
58314,35,8,19,1
58315,57,10,34,3
58316,40,7,25,1
58317,46,12,41,3
58318,16,3,12,0
58319,18,10,19,2
58320,31,6,33,2
58321,10,0,7,0
58322,11,2,8,0
58323,42,0,26,3
58324,7,5,11,0
58325,25,3,15,1
58326,20,11,24,2
58327,55,15,44,0
58328,41,19,35,4
58329,45,15,41,2
58330,52,10,47,1
58331,52,21,55,0
58332,52,20,55,1
58333,49,16,43,1
58334,120,38,103,7
58335,247,86,224,10
58336,153,54,151,7
58337,43,20,40,0
58338,38,18,42,1
58339,36,12,26,1
58340,30,12,27,0
58341,22,8,17,1
58345,43,19,47,1
58894,22,4,18,0
58895,16,6,16,1
58896,15,4,13,0
58897,5,7,9,0
58898,23,3,19,0
58899,32,7,25,0
58900,24,8,19,0
58901,26,2,17,0
58902,59,4,45,3
58903,62,15,45,0
58904,46,15,41,3
58905,63,12,41,0
58906,34,8,30,1
58907,9,4,10,1
58908,7,5,10,1
58909,9,3,7,1
58910,7,3,7,1
58911,5,2,4,0
58912,10,3,5,0
58913,8,4,9,1
58914,14,4,14,0
58915,18,0,10,0
58916,10,3,13,0
58917,14,0,6,0
58918,7,2,6,0
58919,14,0,12,0
58920,19,5,18,0
58921,12,4,10,1
58922,13,2,11,0
58923,29,6,25,2
58924,13,2,7,1
58925,5,0,3,0
58926,8,4,7,0
58927,13,0,5,0
58928,12,4,9,2
58929,16,3,11,2
58930,20,6,18,0
58931,34,7,19,1
58932,24,2,12,1
58933,30,5,24,1
58934,36,3,21,1
58935,26,5,16,0
58936,15,6,16,1
58937,41,9,32,1
58938,78,26,67,3
58939,93,18,69,0
58940,41,8,32,1
58941,48,11,41,3
58942,21,6,19,1
58943,26,11,28,1
58944,21,6,17,0
58945,13,5,14,0
58946,31,6,26,1
58947,11,9,16,0
58948,9,8,12,0
58949,12,3,15,0
58950,21,13,28,0
58951,36,15,32,5
58952,37,12,29,0
58953,66,18,55,4
58954,34,9,26,1
58955,36,10,35,1
58956,43,25,51,0
58957,52,13,48,3
58958,116,66,138,2
58959,111,38,91,4
58960,199,51,149,14
58961,41,23,44,0
58962,50,15,39,0
58963,27,7,22,1
58964,29,13,29,0
58965,32,6,24,0
58966,43,13,37,4
58967,22,5,14,0
58969,44,15,42,3
59517,28,4,23,0
59518,16,3,11,0
59519,27,10,22,0
59520,23,13,22,0
59521,17,16,28,0
59522,13,8,16,0
59523,13,10,18,0
59524,16,9,18,0
59525,38,4,25,2
59526,46,8,33,2
59527,46,12,34,0
59528,70,8,45,0
59529,49,12,37,0
59530,42,4,32,0
59531,5,3,5,2
59532,5,3,5,0
59533,2,2,2,0
59534,13,0,6,0
59535,16,3,17,0
59536,18,8,15,0
59537,7,3,8,0
59538,8,4,6,0
59539,7,4,9,1
59540,13,3,11,0
59541,13,3,12,0
59542,7,5,9,1
59543,24,7,22,0
59544,19,4,10,1
59545,10,3,10,0
59546,8,8,16,0
59547,14,3,11,1
59548,14,4,12,0
59549,13,8,19,0
59550,21,3,16,0
59551,25,4,26,0
59552,20,5,19,0
59553,16,0,10,0
59554,22,2,12,0
59555,34,3,18,1
59556,38,10,25,1
59557,35,9,29,2
59558,29,3,19,1
59559,69,15,48,3
59560,79,19,67,0
59561,73,12,43,1
59562,46,18,40,1
59563,65,18,45,2
59564,26,2,16,2
59565,22,6,13,0
59566,22,7,22,0
59567,34,4,28,0
59568,77,4,56,3
59569,24,2,10,2
59570,21,0,14,1
59571,14,2,10,0
59572,12,0,9,0
59573,6,3,8,0
59574,12,12,18,0
59575,26,9,23,2
59576,46,16,46,4
59577,54,6,39,2
59578,65,33,72,2
59579,54,19,51,1
59580,41,10,35,0
59581,53,21,53,0
59582,66,27,62,1
59583,33,16,32,0
59584,77,82,119,0
59585,83,49,84,3
59586,43,25,47,0
59587,56,30,62,1
59588,83,26,60,1
59589,35,19,39,1
59590,23,10,21,2
59591,26,12,26,0
59592,38,13,30,0
59593,30,12,28,0
60141,17,3,5,2
60142,15,7,16,0
60143,46,19,52,0
60144,25,10,33,0
60145,25,7,23,0
60146,22,12,24,0
60147,28,22,42,0
60148,13,7,11,0
60149,28,12,40,0
60150,10,6,9,0
60151,14,2,7,1
60152,49,15,52,0
60153,30,7,23,1
60154,36,7,19,0
60155,21,3,12,3
60156,18,4,13,0
60157,10,2,8,0
60158,19,5,18,2
60159,15,0,11,0
60160,12,4,15,0
60161,13,0,10,0
60162,9,2,8,0
60163,11,2,9,0
60164,18,3,11,1
60165,13,2,12,0
60166,8,4,12,0
60167,7,2,5,0
60168,12,2,10,0
60169,17,3,11,0
60170,13,0,7,0
60171,8,2,7,0
60172,8,0,7,0
60173,34,8,32,0
60174,17,4,20,0
60175,7,0,5,0
60176,7,2,4,0
60177,15,10,18,0
60178,20,4,15,2
60179,38,6,33,0
60180,44,10,30,3
60181,239,37,197,5
60182,145,11,119,6
60183,37,7,30,0
60184,46,3,30,2
60185,40,8,31,1
60186,43,4,30,2
60187,57,24,60,1
60188,43,7,37,0
60189,48,18,58,2
60190,22,6,15,1
60191,32,12,25,1
60192,45,14,41,8
60193,21,7,17,1
60194,21,6,22,0
60195,9,2,7,0
60196,7,0,3,0
60197,11,0,8,0
60198,7,2,4,0
60199,21,6,17,0
60200,30,6,21,4
60201,31,3,24,0
60202,39,10,37,3
60203,39,13,40,1
60204,46,11,46,0
60205,41,14,36,0
60206,48,26,47,0
60207,31,23,41,0
60208,44,29,40,3
60209,37,20,39,1
60210,31,19,31,0
60211,48,21,41,0
60212,52,18,41,0
60213,66,26,55,0
60214,24,6,17,1
60215,27,6,21,0
60216,30,12,26,2
60217,32,17,30,1
60765,26,0,8,1
60766,16,4,14,0
60767,21,19,30,0
60768,18,9,21,0
60769,16,7,20,1
60770,17,2,15,0
60771,23,10,25,1
60772,26,10,23,2
60773,7,5,7,0
60774,22,15,27,0
60775,12,7,15,0
60776,27,6,11,1
60777,31,10,25,1
60778,18,4,14,0
60779,10,4,11,0
60780,12,3,8,1
60781,26,3,17,0
60782,15,11,21,0
60783,9,4,9,0
60784,16,3,6,0
60785,26,7,21,0
60786,14,2,13,0
60787,16,2,15,0
60788,24,2,20,0
60789,10,4,11,0
60790,24,0,10,0
60791,12,0,8,0
60792,18,8,21,0
60793,18,8,19,0
60794,14,6,16,0
60795,18,4,15,0
60796,21,13,28,2
60797,11,2,7,1
60798,17,4,16,0
60799,10,9,12,0
60800,22,4,20,0
60801,11,0,8,0
60802,24,3,19,0
60803,25,5,20,1
60804,40,12,40,3
60805,82,15,62,2
60806,44,15,49,3
60807,50,5,25,0
60808,25,3,20,2
60809,34,8,19,1
60810,23,6,16,1
60811,73,10,59,2
60812,46,17,43,3
60813,24,9,20,2
60814,44,17,39,0
60815,29,14,30,1
60816,25,12,26,1
60817,28,4,17,1
60818,20,4,18,0
60819,17,6,16,0
60820,13,2,14,0
60821,32,0,26,0
60822,10,3,10,0
60823,22,3,11,0
60824,28,4,23,0
60825,10,12,20,0
60826,43,5,37,2
60827,15,3,18,0
60828,60,32,74,2
60829,40,34,65,0
60830,24,14,32,0
60831,81,45,72,3
60832,29,19,29,1
60833,43,19,37,0
60834,28,21,30,0
60835,61,23,56,6
60836,37,24,40,6
60837,53,19,45,4
60838,45,12,33,1
60839,23,12,27,0
60840,20,10,21,0
60841,32,8,21,1
61388,40,10,34,2
61389,16,2,14,1
61390,18,4,14,0
61391,25,0,23,0
61392,36,19,35,0
61393,19,10,22,1
61394,51,26,58,4
